message,label,flagged
sag mal du dämlicher scout idiot?? Schießt du wirklich auf nen scheiß kv3 quer über die map???,1.0,True
rng fuck me off,2.0,True
what the fuck,2.0,True
report that stupid asshole,1.0,True
fuck no cover,2.0,True
idiot,1.0,True
fuck u,1.0,True
fuck this game,2.0,True
idiot leo1,1.0,True
idiot foche,1.0,True
damn XD,2.0,True
fuck V4,1.0,True
fuck off asshole,1.0,True
"summary of the day: shit maps, shit MM, gold spammers and moron teams",1.0,True
fuck this crap,1.0,True
amx light idiot,1.0,True
idiot lights,1.0,True
damn i kinda dont care,2.0,True
fuck bishop,1.0,True
"moron,idiot",1.0,True
fu top idiot,1.0,True
fuck em up,1.0,True
Shit.,2.0,True
damn dictating linear scripted absolute garbage map,1.0,True
T 54 mega idiot,1.0,True
very tnk WG battle tier 6 vs tier 8 = shit gamer,1.0,True
ts5 idiot,1.0,True
idiot noob team,1.0,True
i havent done shit lmao,0.0,True
idiot,1.0,True
campers close to base - move ass!!!,0.0,True
And NOT idiot valley!!!,1.0,True
what the hell are you all doing down there if they are shotting us up here,0.0,True
useless shit,1.0,True
shit kk,2.0,True
damn beach boys,3.0,True
FUCK WOT for unvisible ennemies. Who pays WOT! FUCK WOT!,2.0,True
idiot light,1.0,True
fuck this rng dumpster fire game,2.0,True
their 12 ton is a cheating son of a bitch,1.0,True
stupid suicide moves,1.0,True
idiot bc 12r,1.0,True
idiot team,1.0,True
go baaack idiot,1.0,True
thx idiot,1.0,True
FUCK YOU PEE WEE you dirty cock sucker,1.0,True
you are a cock blocking kill stealing shit bag and a cock smoker,1.0,True
HOLY SHIT we have some useless snipers. go home yall,1.0,True
just stupid as bread,1.0,True
lorr idiot..help,1.0,True
idiot,1.0,True
omg... what a stupid team,1.0,True
damn,2.0,True
ho ni you died from being stupid,1.0,True
again kurva jude e25 shit,1.0,True
fuck,2.0,True
idiot vk,1.0,True
SORRY BUT VK&quot;(=! IS IDIOT,1.0,True
idiot,1.0,True
oh damn dream matchup,0.0,True
idiot,1.0,True
fucking idiot camper,1.0,True
damn missed my forst shot,2.0,True
B-C idiot jude,1.0,True
top med top idiot,1.0,True
stupid gun,1.0,True
leo are u stupid,1.0,True
fuck ur braind,1.0,True
PREMIUM GIOLD SHIT CAMP,1.0,True
he is showing his ass,0.0,True
dumb ass,1.0,True
fuck this team,1.0,True
missed bitch,1.0,True
NEXT IDIOT BOT TEAM :),1.0,True
spot idiot,1.0,True
fuck scout the HT,1.0,True
DUMB KUNZE PANSER,1.0,True
idiot,1.0,True
"idiot team,",1.0,True
idiot Lowe,1.0,True
but also go fuck yourself,1.0,True
idiot indien,3.0,True
idiot G 6,1.0,True
idiot,1.0,True
ELC idiot??,1.0,True
EBR Dont to actie shit please,1.0,True
stupid lights,1.0,True
damn,2.0,True
tupid idiot in is 3,1.0,True
"dumb fuck,that s the objective",1.0,True
stupid,1.0,True
shit,1.0,True
su101 and skorp G do sum thing besides shit,1.0,True
KV 5 idiot,1.0,True
udes u blind idiot,1.0,True
total idiot‘,1.0,True
crap my bad,0.0,True
GOD DAMN IT,2.0,True
so sick of this over tiered crap mm teams,1.0,True
idiot team,1.0,True
dont stant behind me idiot,1.0,True
"Tuan, epic idiot",1.0,True
fuck,2.0,True
IDIOT IN T55,1.0,True
bitch,1.0,True
idiot kv,1.0,True
what the hell,2.0,True
char idiot,1.0,True
mega stupid op tanks go bgartaghe idioten,1.0,True
fuck good shit t30,1.0,True
don‘t camp move your ass,2.0,True
"idiot team,",1.0,True
elc idiot pig,1.0,True
lol fukin shit lights,2.0,True
hide debil shit,1.0,True
idiot they r moving toward base,1.0,True
manticore u are shit,1.0,True
waste coming back to idoits like you so sad wg do shit to asshole like you,1.0,True
idiot,1.0,True
move idiot,1.0,True
idiot st V,1.0,True
GOOD JOB IDIOT MORONS,1.0,True
GOOD JOB IDIOT MORONS,1.0,True
damn nice plays,0.0,True
fuck you .I.,1.0,True
stupid sheep‘s,1.0,True
stupid med,1.0,True
don‘t be stupid,1.0,True
idiot,1.0,True
t20 move idiot,1.0,True
idiot v4 ddont blcok ebr!,1.0,True
is 3 fuck you down,1.0,True
FUCK ARTY,1.0,True
U CAN STICK UR ASS UR DAMAGES,1.0,True
damn coward always,1.0,True
fuck cheftain,1.0,True
ut you were an idiot,1.0,True
idiot,1.0,True
crap,2.0,True
didn;t even have the time to write ac4 do not fuck up like your usula,1.0,True
fuck,2.0,True
JPanther idiot,1.0,True
hey stop it idiot,1.0,True
how to loose stupidly ! demonstration by this stupid team!,1.0,True
idiot,1.0,True
who the fuck are you shooting retard,1.0,True
char u idiot,1.0,True
NO E75... i am an IDIOT,1.0,True
but idiot moron,1.0,True
holy shit dude!,1.0,True
fuck team,1.0,True
idiot team,1.0,True
idiot,1.0,True
fuck me,2.0,True
shit,1.0,True
whata shit team. mnext all snipers,1.0,True
move ass ladys,3.0,True
hey skoda you whont bananan??? fucking moneky idiot,3.0,True
MOVE YOU DUMB SHIT,1.0,True
damn,2.0,True
stupid med,1.0,True
are you blind or jsut stupid?,1.0,True
idiot noob,1.0,True
T-103 youre idiot i am on 43 HP cause you kick me back,1.0,True
so stupid,1.0,True
Pz III E you Fixxer Idiot,1.0,True
holy fuck,2.0,True
damn,2.0,True
holy crap 3 arty,0.0,True
stupid moron,1.0,True
ebr is an idiot,1.0,True
damn lemmings,1.0,True
crap,2.0,True
idiot BC... driving everywhhere for nothing,1.0,True
fuck u leo,1.0,True
stupid centurion,1.0,True
caernarvon how dumb are you,1.0,True
move ur ass AMBT,1.0,True
all dumb noobs,1.0,True
stupid med,0.0,True
stop being dumb,1.0,True
tha fuck?,2.0,True
fuck you concept 1,1.0,True
next shit team,0.0,True
run idiot,1.0,True
ho ri shit,1.0,True
"if you‘re shit is rainbow, see a doc",1.0,True
T-832 play idiot !!!!!!!!!!!!!!!,1.0,True
why the fuck is the scout in the middle of the city,1.0,True
shit,2.0,True
play idiot,1.0,True
idiot,1.0,True
shot you mother ass dement t-29,1.0,True
stupid team,1.0,True
shit team,1.0,True
ohg shit,2.0,True
fuck,2.0,True
i did not i lost track stupid,1.0,True
damn he got good cammo,0.0,True
damn coward always,1.0,True
2 idiot scouts,1.0,True
another shit team of useless idiots,1.0,True
fuck you ALL noobs,1.0,True
why this stupid map,2.0,True
no more TD IDIOT,1.0,True
shit,2.0,True
korwa dzxiwki putina all fuck off game suki niemyte,3.0,True
like kv 1s equally stupid,1.0,True
holy shit,2.0,True
damn this tank is paper against tier 9 and 10,2.0,True
amx go idiot#,1.0,True
oooh pussy 277 idiot,1.0,True
fuck,2.0,True
fuck sorry,0.0,True
kv1 at2 pzIVs reported and fuck your moms,1.0,True
"gonna ask my mum tomorrow, how shit oyu were in bed",1.0,True
DUMB KIDS LP,1.0,True
fuck you lefh,1.0,True
shit campers,1.0,True
stupid MT,1.0,True
STUPID E50,1.0,True
STUPID E 50,1.0,True
STUPID MT,1.0,True
fuck,2.0,True
shit team,1.0,True
fuck you,1.0,True
fuck you EBR,1.0,True
fucking bitch,1.0,True
but u too stupid,1.0,True
fuck you,1.0,True
can imbecils from Ukr and rFRU fuck for from eu sever,3.0,True
im so fucking tired of shit teammates,1.0,True
vk 30 you useless idiot wtf are u doing !,1.0,True
you fking idiot vk !,1.0,True
stupid med,1.0,True
idiot,1.0,True
idiot,1.0,True
fuck u tnh,1.0,True
fuck,2.0,True
do me a favor and fuck the Skorpion so hard as you can,0.0,True
"Yeah, Stalowy is really DUMB!",1.0,True
so stupid,2.0,True
idiot T32,1.0,True
idiot game,2.0,True
damn,2.0,True
fuck you putin ho ri,3.0,True
shut up stupid USA,3.0,True
idiot indien panzer,3.0,True
fuck Russia,3.0,True
FUCK OFF IHR SCHWUCHTELN!!!,3.0,True
fuck wg,3.0,True
here not russia idiot,3.0,True
m103 complete useless debil bot shit,1.0,True
look that t100 eating shit ...,1.0,True
tiger idiot...,1.0,True
what a yellowmouth shit on type59?,1.0,True
yea go garage dog stupid,1.0,True
idiot,1.0,True
just idiot,1.0,True
277 ure idiot,1.0,True
report wz 111 idiot mini mañp,1.0,True
skoda is idiot,1.0,True
report that shit in kpz,1.0,True
"we are so lucky that our idiot scout mt 25 was brawling with heavies at start, that saved the game for us",1.0,True
idiot,1.0,True
stupid motherfucking campers,1.0,True
fuck thsi piece of shit of a tank,1.0,True
stupid,1.0,True
"ahaha, talk shit, get hit",1.0,True
all report this fkn 68 idiot,1.0,True
you idiot stay maximum wrong,1.0,True
fuck it cap,1.0,True
sit and shit,1.0,True
idiot... go kill him,1.0,True
FUCK AMX 500 B,1.0,True
telling me to fall back seeing my fucking stuck and not doing shit,1.0,True
team of shit fy,1.0,True
idiot,1.0,True
idiot enemy team,1.0,True
1 idiot,1.0,True
"cs and T54 reported bots, cunts and sons of a bitch",1.0,True
FUCK arty,1.0,True
fukin shit morons,1.0,True
"if you doesn‘t play with gold the battle will be like playing with airgun, fuck you wot",1.0,True
team stupid,1.0,True
go fuck yourself t54!!!!!,1.0,True
gg idiot amx,1.0,True
fuck the bz,1.0,True
fu med shit move,1.0,True
delete game mauss stupid idiot,1.0,True
stupid pidoras,1.0,True
team work u fucking shit,1.0,True
stupid light,1.0,True
idiot kunze,1.0,True
fuck wot,1.0,True
you are just stupid,1.0,True
so that you cant fuck them,1.0,True
you fuck us even harder,1.0,True
what the fuck was even that you bot`,1.0,True
report that useless idiot,1.0,True
BRO SUPER CONQUEROR U IDIOT,1.0,True
stupid fuck,1.0,True
STUPID PLAER,1.0,True
bourasque fuck idiot Nice help,1.0,True
fuck noob team,1.0,True
LÖWE STOP CAMP. FUCKING STUPID,1.0,True
2 idiot mouschen,1.0,True
fuck you,1.0,True
full life mäusschen.. MOVE YOUR ASS!!!,1.0,True
fuck you,1.0,True
you are so fucking stupid,1.0,True
stupid team,1.0,True
I‘m fucking tired of you dumb fuck Mediums camping,1.0,True
idiot spot go paly tetris,1.0,True
t30 idiot bot,1.0,True
drive there idiot,1.0,True
idiot,1.0,True
703 YOU STUPID,1.0,True
lago move idiot,1.0,True
BZ 176 reported bot idiot camper,1.0,True
how stupid you are A,1.0,True
shut up idiot,1.0,True
redline idiot,1.0,True
idiot,1.0,True
u are idiot,1.0,True
o fuck,1.0,True
U SHIT EBR,1.0,True
AMX - just keep fucking Camp! useless piece of shit!,1.0,True
i already know our spotter is piece of shit,1.0,True
what the fuck are you doing bz?!?!,1.0,True
dimaster you stupid fucking cunt,1.0,True
idiot platoon,1.0,True
idiot,1.0,True
move ur ass,1.0,True
fuck WG 8 vs 10,1.0,True
idiot,1.0,True
mouve idiot,1.0,True
spot idiot,1.0,True
bro shut the hell up,1.0,True
youre annoting as hell,1.0,True
mouve idiot,1.0,True
2 idiot,1.0,True
idiot,1.0,True
thx t95 for blocking you idiot,1.0,True
STUPID ANIMAL,1.0,True
COBRA IDIOT,1.0,True
fuck you guys,1.0,True
idiot strv,1.0,True
you winn idiot,1.0,True
camper idiot,1.0,True
"t29 you are f,,,,,shit players",1.0,True
You stupid cunt,1.0,True
fuck you wg,1.0,True
fuck match maker,1.0,True
are you stupid,1.0,True
idiot lt,1.0,True
moooove idiot,1.0,True
f**** retard idiot noob Udes,1.0,True
idiot,1.0,True
bisonte idiot,1.0,True
best idiot ever,1.0,True
damn tomato,1.0,True
idiot,1.0,True
e100 idiot,1.0,True
TEAM IDIOT DEBILE,1.0,True
FUCK YOU ALL team\dddwwwwwwwww,1.0,True
next stupid team,1.0,True
renegade are you ill or stupid,1.0,True
top heavy camp by arty...are you ill or dumb,1.0,True
idiot ptogetto,1.0,True
stupid bot,1.0,True
tigfer2 fuck you retard bot,1.0,True
e 4 --- moove *** stupid,1.0,True
KanJPz delete the game idiot,1.0,True
shit dumb campers,1.0,True
2 cracks so stupid,1.0,True
AT 8 look minimap idiot,1.0,True
fuck you idiot PZ IIIJ,1.0,True
fuck you kv 85,1.0,True
ass shot...never turn on ur frens...lol,1.0,True
fucking idiot,1.0,True
stupid centurion,1.0,True
maybe u should play idiot,1.0,True
FUCK YOU ALL LEFT SIDE,1.0,True
plz fuck him up arty,1.0,True
idiot z,1.0,True
how about fuck you,1.0,True
-1 shit idiot bot,1.0,True
fuck team,1.0,True
Panther YOU STUPID ***,1.0,True
hwk 12 is the best plyer in wot....f*** idiot,1.0,True
idiot,1.0,True
fuck you arty in ass,1.0,True
t25 idiot,1.0,True
for fuck sakes i am stuck,1.0,True
bc play tetris u idiot,1.0,True
"cu , shit wg",1.0,True
SKODA U idiot go cap,1.0,True
T57 are you idiot ?,1.0,True
best idiot t57,1.0,True
idiot,1.0,True
Pawlack Tank player you are so stupid. go out of wot,1.0,True
fuck you,1.0,True
idiot,1.0,True
fuck rng,1.0,True
AMX 30 FUCK YOUR MOM,1.0,True
GJ STUPID NOOB KIDs,1.0,True
vz idiot,1.0,True
again this bitch?,1.0,True
shut the fuck up and play,1.0,True
m4 being alil bitch,1.0,True
fu your stupid mother,1.0,True
fu idiot,1.0,True
nope we are a dumb team,1.0,True
shark44 what a fuck u doing,1.0,True
stupid ship,1.0,True
ELC u are really usefull there dumb IDIOT,1.0,True
this arty support was SHIT,1.0,True
idiot team fu,1.0,True
fuck 2 arty :),1.0,True
idiot,1.0,True
9 line...read the damn map please,1.0,True
arta shit mongol,1.0,True
can imbecils from Ukr and rFRU fuck for from eu sever,1.0,True
stupid players,1.0,True
dumb clowns,1.0,True
wow what an idiot gameplay,1.0,True
fuck you all,1.0,True
for fuck sakfe push that t57,1.0,True
fuck rng,1.0,True
idiot,1.0,True
idiot,1.0,True
idiot,1.0,True
stupid idiots,1.0,True
idiot,1.0,True
fuckiking ass team,1.0,True
idiot team,1.0,True
fuck you,1.0,True
fkin worthless ass fckin retards,1.0,True
players and mm today are total shit,1.0,True
ISU its f idiot,1.0,True
SHOOT THE DAMN CHAR,1.0,True
stupid team,1.0,True
fuck u team,1.0,True
fast idiot,1.0,True
fuck support,1.0,True
Shark move your stinking ass,1.0,True
fuck more stupid,1.0,True
fuck them,1.0,True
shut the fuck up please,1.0,True
fucking idiot,1.0,True
stfu idiot,1.0,True
"HX for that ""fair"" MM - FUCK YOU WoT, no happy Birthday, hope you bust with all your Business!",1.0,True
what a total idiot team,1.0,True
obj what the fuck are you doing here???,1.0,True
stupid med,1.0,True
stupid med,1.0,True
fuck you,1.0,True
kari you idiot,1.0,True
stupid med,1.0,True
type 61 you idiot,1.0,True
IDIOT kvé §,1.0,True
idiot KV2... coward player,1.0,True
idiot team,1.0,True
idiot t34,1.0,True
best idiot t34-85,1.0,True
fuck off vz,1.0,True
832 total idiot,1.0,True
FUCK OFF ALL,1.0,True
youre a idiot,1.0,True
gg idiot elc,1.0,True
fu idiot dcorpion,1.0,True
fcking idiot dont bloc me,1.0,True
idiot AMX,1.0,True
wathjc hte map u god damn bots iwht heavy tankls,1.0,True
idiot,1.0,True
idiot camper,1.0,True
dumb dumb GUARD,1.0,True
arty is an idiot,1.0,True
Camper IDIOT A3,1.0,True
such a piece of shit tank,1.0,True
Rautakontti idiot,1.0,True
E75 idiot camper,1.0,True
E 75 idiot move,1.0,True
bz 176 mov idiot camper,1.0,True
idiot,1.0,True
another dumb,1.0,True
idiot,1.0,True
idiot e 100,1.0,True
churchill you are the best idiot in this game,1.0,True
u bitch,1.0,True
move stupid TD camper,1.0,True
idiot kpz,1.0,True
jude you are a dumb twat,1.0,True
t100 idiot,1.0,True
t100 you idiot,1.0,True
for play like idiot,1.0,True
caernvon idiot,1.0,True
thx idiot,1.0,True
Pudel Idiot K 6 -9,1.0,True
dumd ass elc,1.0,True
gg vz idiot,1.0,True
are you so dumb ?,1.0,True
hill move idiot,1.0,True
ALL IDIOT TD,1.0,True
vz fu idiot,1.0,True
fuck off,2.0,True
god damn it,0.0,True
shoot skoda ass,0.0,True
damn,0.0,True
damn,0.0,True
i carry your ass,0.0,True
only because the other team got really stupid,0.0,True
god damn,0.0,True
damn,0.0,True
hell cat go kill 1%,0.0,True
what shit top tier,0.0,True
yo shit,0.0,True
lets play like a team and win this shit,0.0,True
damn,0.0,True
idiot heavies,0.0,True
oh shit,0.0,True
nice move hell cat,0.0,True
"Crap, did not pay attention, should be usin the other set up for this match lol",0.0,True
go whip some ass crommies,0.0,True
hide lower plate his pen is shit,0.0,True
time to shit or get off the pot Steyr,0.0,True
holy shit,0.0,True
i have a shit game,0.0,True
no u r smart as fuck lol,0.0,True
damn :/,0.0,True
"stay at spawn, fuck em",0.0,True
fucking hell that was lucky of him,0.0,True
im creat cross fire you dumb fucker in arta,0.0,True
holy fuck man,0.0,True
fuck wrong tank....,0.0,True
move ass,0.0,True
"lol, after 100k EXP FIRST TIME crap prince at top xD",0.0,True
maybe my stupid move can do something :D,0.0,True
idiot,0.0,True
get to the case damn,0.0,True
damn turret,0.0,True
saved the damn game,0.0,True
damn,0.0,True
shit,2.0,True
fuck,2.0,True
fuck,2.0,True
hwk spot idiot,1.0,True
FUCK them,1.0,True
how the fuck is he unspotted,2.0,True
this gun is so ass,2.0,True
and some people whine and bitch about colors and mm all day,0.0,True
damn,2.0,True
stupid lag,2.0,True
the shit,2.0,True
fuck,2.0,True
fuck off,2.0,True
god damn,2.0,True
shit,2.0,True
FUCK,2.0,True
fuck off,2.0,True
fuck,2.0,True
tds have crap spotting range :/,2.0,True
fuck,2.0,True
fuck,2.0,True
fuck off,2.0,True
fuck off,2.0,True
fuck,2.0,True
shit,2.0,True
absolute shit,2.0,True
HOLY CRAP,2.0,True
fuck off,2.0,True
thank god theyre more dumb than us,2.0,True
FUCK,2.0,True
we are dumb,2.0,True
damn scout‘s,2.0,True
fuck lags,2.0,True
total shit,1.0,True
t32 wait for taht idiot at line A,1.0,True
damn those snipers,2.0,True
dumb af.,2.0,True
fuck,2.0,True
that was dumb,2.0,True
damn thing is invisble,2.0,True
damn gg,2.0,True
stupid light,2.0,True
fuck,2.0,True
Whole platoon and that 103 holy shit,1.0,True
140 idiot,1.0,True
gj cs for blocking elc idiot,1.0,True
and cuz they are dumb we have to lose?,2.0,True
i see that shit,2.0,True
idiot scorpion,1.0,True
i am stupid,2.0,True
this just shit,2.0,True
fucking hell. Why am I lagging so bad.,2.0,True
shit,2.0,True
holy shit strv,2.0,True
war gaming is shit we must lose,2.0,True
how the fuck did I not pen lower plate,2.0,True
fuck i have a bright yellow camo...,2.0,True
ya and i am sure you tank and crew is shit,1.0,True
fuck it,2.0,True
u stupid?,1.0,True
holy fuck,2.0,True
what the fuck,2.0,True
damn,2.0,True
"fuck this game, just minrolled",2.0,True
why the fuck am i so un fucking lucky,2.0,True
let me kill bitch arty,2.0,True
the pen is shit,2.0,True
boring shit,2.0,True
"lights win the game or lose it, we got crap from ours",2.0,True
for my sins i cant cover shit lol,2.0,True
fuck me,2.0,True
"just go sleep, its shit sniper camp",2.0,True
oh well. fuck this map,2.0,True
why do you push idiot?,1.0,True
how the fuck am i supposed to play the game when i get a map i never knew and when i get immediately killed on,2.0,True
aw shit here we go again,2.0,True
god damn it,0.0,True
you idiot,1.0,True
fuck that arty,2.0,True
damn,0.0,True
lt u idiot ?,1.0,True
spot idiot,1.0,True
"TVP, idiot noob",1.0,True
idiot,1.0,True
is is an idiot xd,2.0,True
oskar stupid,1.0,True
loserssss fuck u nall,2.0,True
t30 idiot bot,1.0,True
idiot BZ,1.0,True
campers either shit or get off the pot and do something,0.0,True
i played like shit,2.0,True
t34 fuck you,1.0,True
vz 44 1 is shit,1.0,True
holy crap what a game,0.0,True
idiot,1.0,True
e 75 ts u are idiot ever,1.0,True
a big pile of shit,1.0,True
"Oh shit, do i need to move, i couldnt see the map when game started, had ads",0.0,True
shit,0.0,True
damn,0.0,True
fuck wg,0.0,True
idiot* camp more,1.0,True
total shit,1.0,True
holy shit,0.0,True
dumb idea,2.0,True
fuck,2.0,True
idiot Wt,0.0,True
TY FUCKING IDIOT,1.0,True
italian td players so dumb,0.0,True
S Conq u r a piece of shit,1.0,True
Idiot go and kill 277,1.0,True
F************** shit,1.0,True
CS you fucking IDIOT what are you waiting for,1.0,True
amd your view range is crap - wake up,0.0,True
no dude fuck you shoot something i spot,2.0,True
this tank is epic shit,1.0,True
fuck this,2.0,True
ARTY MOVE YOUR ASS,1.0,True
cant hit shit for fucks sake,1.0,True
mind you my long ass reload,0.0,True
idiot,1.0,True
Pnz4 u fucking idiot,1.0,True
idiot,1.0,True
HELL CAT MOVE NOOB,1.0,True
damn,0.0,True
damn it,2.0,True
shit,2.0,True
idiot,1.0,True
FUCK,2.0,True
move your fat ass reb baron,1.0,True
he is a idiot,1.0,True
you fucking idiot,1.0,True
black prince move your ass here now,1.0,True
skorpion idiot...,1.0,True
Strv You're an IDIOT,1.0,True
A STUPID FCKN ******** IDIOT,1.0,True
THERE YOU GO STUPID,1.0,True
stupid dog,0.0,True
fuck,2.0,True
but he is too stupid to understand,1.0,True
fuck,2.0,True
tortoise stupid retard,1.0,True
spot idiot,1.0,True
idiot camper scout,1.0,True
next IDIOT team - coll MM,1.0,True
omg IDIOT wolverine,1.0,True
"all for one side, is stupid",1.0,True
we gonan fuck this team,1.0,True
alls report wt fuck,1.0,True
churchill gc ass isnt it,2.0,True
god damn kv2,2.0,True
someone fuck that nigga up please,3.0,True
oldest stupid map,0.0,True
damn,0.0,True
idiot 260,1.0,True
omg fuck biggest noob team,1.0,True
nicalo idiot and all,0.0,True
rush his ass,0.0,True
gg hell,0.0,True
idiot hellcat\,1.0,True
calling me idiot yet i go in and u still sit there.... whos the idiot now E75 :D,1.0,True
idiot go sleep,1.0,True
fuck,2.0,True
lol you see this wz not but mini map is new for you idiot,0.0,True
fuck,2.0,True
i hate this shit MM,1.0,True
IDIOT,1.0,True
i had mission idiot,1.0,True
cry sos idiot,1.0,True
no camper idiot,1.0,True
fuck you RNG,0.0,True
stupid light,2.0,True
BLack you idiot,1.0,True
idiot,1.0,True
elc fuck,2.0,True
you are stupid,1.0,True
move idiot,1.0,True
fuck you,1.0,True
damn nice elc,0.0,True
ts idiot,0.0,True
all hell is about to break loose,0.0,True
why you even play the gaem you dumb *****,2.0,True
fuckin hell,2.0,True
"im the idiot with 10k spot, but sure its all my fault",2.0,True
you idiot,1.0,True
you idiot ?,1.0,True
waldgeist idiot,1.0,True
ty for pushing idiot,0.0,True
stupid bastards,1.0,True
stupid idiots,1.0,True
damn he has a nice game\,0.0,True
FU idiot unskill,0.0,True
FUCK ALL CANCER CAMPERS LOL OBOTOMS OF CANCERGAMING xDDD,1.0,True
char gooo idiot,1.0,True
idiot on hilll,1.0,True
fuck you amx,1.0,True
AMX Idiot,1.0,True
you suck ass,1.0,True
bz idiot,1.0,True
move yuor ass,1.0,True
******** stupid camping *********,1.0,True
gooooooooooo son of bitch !!!!!!!!!!!!!,1.0,True
fuck,2.0,True
Fuck,2.0,True
stupid *** ST1,1.0,True
fuck team,0.0,True
WHAT THE FUCK GUYS,1.0,True
almost ENTIRE team go one side and then managedto get ass raped... cunts,3.0,True
go fuck their arty,1.0,True
fuck this rng pos game,0.0,True
holy shit E50 flank,0.0,True
red shit,3.0,True
none saw that shit,2.0,True
this 703 is a idiot,1.0,True
payback bitch,1.0,True
idiot is 7,1.0,True
shit teamwdwddamn our players are BAD!!,1.0,True
Did my part with this stupid team.,1.0,True
they dumb,2.0,True
sick of losing from crap teams,0.0,True
"damn, my team is afk",0.0,True
fuck em,2.0,True
idiot tiger I,1.0,True
this is a shit tank fyi,2.0,True
shit,2.0,True
you are idiot,1.0,True
big idiot,1.0,True
this tank is dumb,2.0,True
dark go hom idiot,1.0,True
gg lemming shit,1.0,True
fuck,2.0,True
"94,99 % gm this fuck me so hard :/",1.0,True
damn all the heavies are running,0.0,True
this thing is too shit to warrant effort,2.0,True
this op shit,1.0,True
su fu idiot,2.0,True
u f dirty idiot,1.0,True
you are the Idiot from beginning at this game ..Report and shut up,1.0,True
idiot,1.0,True
push othre idiot,1.0,True
268 4 idiot,1.0,True
churchill idiot,1.0,True
stupid team,1.0,True
me dmg 1824 stupid team,1.0,True
u 2 tiers up idiot and are killed by the same of me my dear pro!,1.0,True
stay on hill without spoting hill is stupid,0.0,True
wtf where u going idiot,1.0,True
Fu Idiot!!!,1.0,True
idiot team,1.0,True
"dumb meds,no lights meds must take task",0.0,True
idiot,1.0,True
Stupid *** You kept trapped me from going up,1.0,True
u run away like bitch,1.0,True
lol that is-2 is dumb,2.0,True
where the fuck did he even hit me at,1.0,True
what the hell was that ELC doing?,1.0,True
sta Reeport idiot,1.0,True
idiot team,1.0,True
now fuck off,2.0,True
how could you die on that little shit mate,1.0,True
Thanks idiot for blocking,1.0,True
Super Hellcat = Super Idiot???,0.0,True
push left vs 15 enemys damn po9lish style never win war,3.0,True
amx so f stupid,0.0,True
"damn, my team is afk",0.0,True
fuck em,2.0,True
what an idiot,1.0,True
252u the same shit,1.0,True
OBJ 777 IDIOT RETARD,1.0,True
the fuck hit where the green was and never did anything fuck sakes,1.0,True
idiot,0.0,True
fuck you wg,1.0,True
stupid team,0.0,True
kv3 move ass,0.0,True
"dumb meds,no lights meds must take task",1.0,True
idiot,1.0,True
total idiot,1.0,True
now you can fuck off,1.0,True
so shit team,1.0,True
703 delete wot retard imbecil idiot,1.0,True
report idiot bot inactive Indien Pz,1.0,True
arty hit that fuck,1.0,True
stupid meds,1.0,True
no shoots idiot,1.0,True
GET THE FUCK OFF,1.0,True
YOU CRAZY BITCH,1.0,True
he's an idiot,1.0,True
im tired of this stupid rng of shit,1.0,True
fking game of shit,1.0,True
stupid critical hit,0.0,True
fuck him,1.0,True
"2 liht 1 pleis, fuck idiot",1.0,True
eat shit,2.0,True
black nigger shit,3.0,True
report this idiot please,1.0,True
703 go defend cvap idiot you ahev the best tank,0.0,True
useless shit,1.0,True
team idiot,1.0,True
stupid morons in platoon 2,1.0,True
idiot,1.0,True
idiot,1.0,True
idiot,1.0,True
fuck you conw,1.0,True
stupid teammates,1.0,True
don't be dumb ffs,1.0,True
t34 85 m bitch,1.0,True
what a piece of crap team,1.0,True
fuck off,2.0,True
idiot,1.0,True
xd fck shit mm,1.0,True
stop this shit fker,1.0,True
gg stupid,1.0,True
shit,1.0,True
pin is shit,1.0,True
"ape shit(121b) reported,fcking camper",1.0,True
fkn idiot,1.0,True
elc you're so dumb dude,1.0,True
he ran up on him then didnt even pop his ass lol,0.0,True
holy shit,0.0,True
idiot,1.0,True
3 times i take shoot because you block me fuck you IS6 good die idiot,1.0,True
cocknoob idiot all heavys,1.0,True
idiot noob shit pőlayers,1.0,True
damn arty,0.0,True
how the fuck you let them push mid,1.0,True
what a dumb game lol,0.0,True
this op shit,1.0,True
fuck u 704,0.0,True
shit,0.0,True
dumb,2.0,True
damn what now,0.0,True
fuck],0.0,True
dumb ass fuk,0.0,True
arty idiot,1.0,True
bitch,1.0,True
fuck you leo,1.0,True
what the fuck are you doing,1.0,True
hellcat you idiot?,1.0,True
what the fuck ???,1.0,True
cant be this stupid,1.0,True
blind shit,1.0,True
fuck off dude,2.0,True
omg idiot,1.0,True
4 idiot on one place,0.0,True
move you stupid FULL HP SHIT,1.0,True
idiot,1.0,True
of course i mean FUCK THIS GAME,2.0,True
faking hell,2.0,True
stupid kids grow up,1.0,True
amx you stupid idiot,0.0,True
move bitch,1.0,True
t103 faggot fuck off,3.0,True
stupid shit,1.0,True
dumb team of fuckign cmaperrs,1.0,True
dumb centurion,2.0,True
fuck off campers,0.0,True
DS-FULL HP !!!!!!!!!!!!!!!!!!!!!!!!PLAY BIG IDIOT !,1.0,True
you stupid pieces of shit,1.0,True
idiot hellcat,0.0,True
ypi idiot vk,1.0,True
Shit up punk,1.0,True
damn I'm a good decoy,0.0,True
what a dumb game lmao,2.0,True
MOVE YOUR ASS CAMPERS!!!!,1.0,True
gg team snipe shit,1.0,True
